cluster,ref,SimbadName,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,age,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,N_dr3,radial_velocity,radial_velocity_error,radial_velocity_std,rv_nb_transits,N_apogee,vhelio_avg,verr,vscatter,vhelio_avg_std,nvisits_apogee,N_rv_weighted,rv_weighted,rv_weighted_error,rv_weighted_std,X,X_std,Y,Y_std,Z,Z_std,U,U_std,V,V_std,W,W_std,3Dvel
UPK_338,Sim+2019,,58.11234094,0.05665529049,34.93481763,0.04046811047,3.409037801,0.08216460619,-4.446661077,0.05731487274,2.57030836,0.06964373259,7,1.090460922,15.6436852,17.05034697,14.53932802,2.51101783,1.406661214,1.104356476,59,22.54663293,5.083020226,18.77834673,21.59322034,0,nan,nan,nan,nan,nan,59,22.54663317,5.08302077,18.77834673,-354.3824592,17.44724079,129.5553015,8.761835547,-98.42940073,6.093298555,-23.47015886,17.12324705,-2.222136479,5.921238746,-7.673349785,5.012489486,24.79246951
UPK_355,Sim+2019,,64.56783311,0.05731715807,28.12258662,0.03257733438,8.774904522,0.08041143999,-25.38923847,0.05467452073,7.541604739,0.06466477092,7,1.514523948,14.3768519,16.12036133,13.08141643,3.038945826,1.743507757,1.295438162,17,20.11485919,7.391681896,25.23331237,21.41176471,35,15.47246617,0.1483540126,1.364265115,3.41745524,5.428571429,36,15.12236376,0.226088203,3.966382031,-127.1390581,20.12404355,24.91978473,4.411005608,-36.6172041,6.680681491,-15.37980715,3.682014761,-12.73471188,2.914207455,-10.87886207,1.159333079,22.73897523
UPK_364,Sim+2019,,74.63101093,0.04976041988,30.25193102,0.02608324215,4.679644505,0.06403927505,-24.74574868,0.04384408891,5.538902487,0.05630313605,7.300000191,1.509645939,14.33935547,15.7307682,13.2221756,2.508594036,1.391412973,1.117181063,24,11.84199142,3.890123367,22.4054649,24.08333333,18,18.43016561,0.1925418244,2.301881578,8.996034075,3.611111111,37,14.78511586,2.159834889,19.35763519,-192.5997509,63.51941643,23.59135883,9.826490314,-26.21029532,10.22416699,-15.61217501,18.83996569,-17.92955934,7.093366552,-12.17179452,3.847529478,26.70883165
UPK_385,CantatGaudin+2020,,75.69573933,0.066440035,13.03574694,0.04269347679,1.79564725,0.0899581855,-3.469713182,0.06412283399,3.156689725,0.07342648506,7.070000172,1.071370732,15.51352484,16.93631999,14.30882917,2.627490634,1.496979668,1.130510966,14,13.96004159,6.088338034,12.9824928,12.42857143,0,nan,nan,nan,nan,nan,14,13.96004224,6.088337745,12.9824928,-300.4253749,11.99159149,-42.04616697,2.960152561,-92.96603774,4.259979143,-12.22005764,12.29319999,-7.796262014,1.566711564,-4.643718111,3.941317154,15.22089445
UPK_398,CantatGaudin+2020,,85.97627656,0.05854952335,7.029810255,0.04730745879,-3.244376279,0.07355392521,-1.714945332,0.05159013922,2.264749085,0.06946647167,7.03000021,1.066267187,16.01501604,17.34695712,14.91469505,2.432263981,1.331941605,1.10032203,9,26.00598314,4.074408213,9.128915842,25.55555556,0,nan,nan,nan,nan,nan,9,26.00598378,4.074407985,9.128915842,-410.746491,21.56092499,-139.2929245,8.189236001,-88.93699105,6.609930217,-22.7355837,8.471956573,-7.531126845,2.83963096,-12.79080853,1.903600939,27.151969
UPK_402,CantatGaudin+2020,,87.51214547,0.053030988,2.766582438,0.04506981119,-1.110676354,0.06577853446,-1.817450521,0.05191103448,2.458083916,0.06312993232,6.860000134,1.210299715,15.94704616,17.47799285,14.76783023,2.710163116,1.520678976,1.189484057,9,15.45222982,5.866859436,19.2239748,23.22222222,0,nan,nan,nan,nan,nan,9,15.45222833,5.866859648,19.2239748,-365.5722058,14.20428048,-157.4251513,6.249403511,-86.88881785,3.606054078,-12.19073742,17.16792561,-7.885848059,7.676572459,-6.843052928,4.133455043,16.05079598
UPK_408,Sim+2019,,84.9031347,0.02951173271,-2.443586444,0.0273254237,2.055189983,0.03557260547,-0.7480915421,0.03098607702,2.593004428,0.03733867833,7,1.233261517,14.54708535,15.72588457,13.51614162,2.209742137,1.178799765,1.03094244,8,19.16031456,6.545648575,21.4228639,16.875,10,27.44397278,0.07041846216,0.6527583996,4.064345827,2.75,12,22.87839139,0.9648303047,12.74710324,-329.769277,14.48485002,-166.4195493,7.595754607,-113.4260623,4.818451328,-18.82387754,10.86279176,-12.89636218,5.560630871,-4.289880234,3.869772692,23.21761391
UPK_411,Sim+2019,,82.78358554,0.04631247904,-3.175461592,0.03908998556,1.144495104,0.05832309263,-0.5314218841,0.04693490039,2.735736685,0.06213545309,7.099999905,1.229751255,15.62404927,16.98384108,14.50313235,2.480708728,1.35979123,1.120917642,937,18.75121732,5.875503915,27.16194305,22.39167556,669,26.67752417,0.1374488145,1.829623447,8.994013856,2.536516854,1260,22.64528563,2.779443402,18.45964656,-311.0673073,41.61466887,-155.0221414,27.76276721,-121.4427211,16.84394165,-18.70628694,15.56417337,-11.40549532,7.877308555,-6.081481852,6.277850858,22.73752221
UPK_414,Sim+2019,,87.23772609,0.05745743116,-5.12256163,0.05537550847,-2.464669966,0.06714639664,0.2317886159,0.06100527445,2.303689596,0.07044086456,7.300000191,1.339611053,15.94833171,17.1677063,14.89698995,2.270716858,1.219373194,1.051344172,16,25.57854462,4.116966724,14.47353785,21.4375,1,29.70082283,0.6338688731,40.81443787,0,2,16,26.18002196,3.763396227,14.42792978,-362.1562841,29.15703833,-212.4293163,19.52721139,-122.0071404,9.144500051,-21.99735104,11.92995577,-9.728240286,6.943157468,-11.55388893,4.297936144,26.68359911
UPK_419,Sim+2019,,85.53508025,0.045713155,-8.239003787,0.04437460274,0.1247203404,0.05796978513,-0.5086404762,0.05206450087,2.325392828,0.06422133915,6.849999905,1.083649307,16.30807045,17.94949891,15.05286245,2.896638714,1.641431089,1.25520775,22,15.75442644,8.601588856,29.38973892,21.09090909,57,21.27973162,0.1035398861,0.3255646804,5.461921612,1.655172414,65,22.28728862,1.247239484,10.53001699,-343.1970352,14.56591316,-218.8206917,10.44402755,-141.1604781,6.86921644,-17.2011361,8.469347655,-12.04100928,5.395270481,-7.521427397,3.394320325,22.30329253
UPK_422,CantatGaudin+2020,,87.91983178,0.04225499651,-7.567467839,0.04162948321,0.2019459762,0.05057981373,-0.550601114,0.04640543777,3.340755326,0.05407917394,7.289999962,1.180321617,15.21130047,16.45065308,14.15804727,2.292606899,1.255074637,1.037532057,39,12.21837831,3.942081158,16.74501391,21.20512821,0,nan,0,0,nan,0,39,12.21837824,3.942081292,16.74501391,-240.6858987,7.38106493,-156.1393998,5.590731563,-86.10727737,4.06441161,-9.349628783,13.45915792,-6.989314618,8.712400426,-3.676963941,4.865593176,12.23871484
UPK_432,Sim+2019,,98.20007348,0.03414299681,-8.250191966,0.03575907849,-3.422599776,0.04349779438,0.7309314839,0.04338543802,0.9966226717,0.0427094118,7.199999809,1.120893839,14.95759541,15.61214303,14.2150351,1.397108851,0.6545503977,0.7425585566,35,32.43108956,10.18088379,26.62331831,14.77142857,0,nan,nan,nan,nan,nan,35,32.43109066,10.18088383,26.62331831,-783.0292632,42.08998463,-616.2696343,32.39923028,-137.7243772,14.49312359,-30.26387757,20.59550741,-10.59154595,16.5201038,-17.51478434,3.475709365,36.53561005
UPK_436,CantatGaudin+2020,,100.1644032,0.03650554346,-8.148855072,0.03853989621,-4.137999855,0.04495305918,0.6392431607,0.04392667693,1.194249711,0.04324910592,7.409999847,1.242990455,14.57633256,15.09453639,13.94400314,1.150532933,0.5266068308,0.6239261426,38,21.18529792,10.24006412,23.59048894,10.52631579,0,nan,nan,nan,nan,nan,38,21.18529825,10.2400651,23.59048894,-649.8195971,43.57437044,-525.9197759,33.96309321,-89.16921389,9.745272776,-21.35130433,18.36100219,-4.824021377,14.6476827,-15.72149937,2.883836648,26.95023045
UPK_445,CantatGaudin+2020,,92.37445593,0.03554740445,-15.06497867,0.0411565386,-2.624980296,0.04622615206,1.402648684,0.0485885801,1.455979816,0.05556498314,7.110000134,1.059118205,15.54620467,16.60978083,14.65767308,1.952108283,1.010251899,0.9418564512,14,25.36572048,6.570345197,12.36737841,22.92857143,0,nan,nan,nan,nan,nan,14,25.36571939,6.570345658,12.36737841,-492.6716152,30.90135823,-443.3359439,28.78219599,-189.4991262,12.85728904,-22.15562307,9.023227771,-9.441118437,7.788124205,-12.50032279,3.386700153,27.13419284
vdBergh_80,CantatGaudin+2020,Cl VDB 80,97.75765766,0.05145392736,-9.602971299,0.05631370544,-3.293881464,0.06619455973,0.4754845881,0.06816342672,1.041169292,0.06540503184,6.809999943,1.066758219,15.93583984,16.99488281,14.9213737,2.073510539,1.059041646,1.014468791,11,43.65966519,10.97496518,29.93515748,14.63636364,0,nan,nan,nan,nan,nan,11,43.65966589,10.97496479,29.93515748,-741.8367498,70.20115417,-605.7672647,57.09248153,-149.3679652,14.3078806,-36.99051677,22.43822083,-19.90643613,19.62210962,-18.91469267,3.628237145,46.06875437
vdBergh_92,CantatGaudin+2020,Cl VDB 92,106.0434805,0.04732286079,-11.4713004,0.04981733504,-4.506865263,0.05898529007,1.625117903,0.06324341751,0.8679765016,0.05665942601,6.889999866,1.08726892,15.66607085,16.56713429,14.76617761,1.80095668,0.8947619592,0.9061946298,19,25.07718699,12.77343429,28.30458095,11.26315789,0,nan,nan,nan,nan,nan,19,25.07718709,12.77343376,28.30458095,-826.0475287,72.96677697,-814.2027067,72.13811048,-49.04144365,4.797035602,-31.02903953,20.07168567,-3.149281401,19.9601301,-18.59192023,1.890209364,36.30948589
